year,state,state_po,county,FIPS,candidate,candidatevotes,totalvotes
2016,Alabama,AL,Autauga,1001,Hillary Clinton,5936,24973
2016,Alabama,AL,Autauga,1001,Donald Trump,18172,24973
2016,Alabama,AL,Autauga,1001,Other,865,24973
2016,Alabama,AL,Baldwin,1003,Hillary Clinton,18458,95215
2016,Alabama,AL,Baldwin,1003,Donald Trump,72883,95215
2016,Alabama,AL,Baldwin,1003,Other,3874,95215
2016,Alabama,AL,Barbour,1005,Hillary Clinton,4871,10469
2016,Alabama,AL,Barbour,1005,Donald Trump,5454,10469
2016,Alabama,AL,Barbour,1005,Other,144,10469
2016,Alabama,AL,Bibb,1007,Hillary Clinton,1874,8819
2016,Alabama,AL,Bibb,1007,Donald Trump,6738,8819
2016,Alabama,AL,Bibb,1007,Other,207,8819
2016,Alabama,AL,Blount,1009,Hillary Clinton,2156,25588
2016,Alabama,AL,Blount,1009,Donald Trump,22859,25588
2016,Alabama,AL,Blount,1009,Other,573,25588
2016,Alabama,AL,Bullock,1011,Hillary Clinton,3530,4710
2016,Alabama,AL,Bullock,1011,Donald Trump,1140,4710
2016,Alabama,AL,Bullock,1011,Other,40,4710
2016,Alabama,AL,Butler,1013,Hillary Clinton,3726,8732
2016,Alabama,AL,Butler,1013,Donald Trump,4901,8732
2016,Alabama,AL,Butler,1013,Other,105,8732
2016,Alabama,AL,Calhoun,1015,Hillary Clinton,13242,47864
2016,Alabama,AL,Calhoun,1015,Donald Trump,32865,47864
2016,Alabama,AL,Calhoun,1015,Other,1757,47864
2016,Alabama,AL,Chambers,1017,Hillary Clinton,5784,13900
2016,Alabama,AL,Chambers,1017,Donald Trump,7843,13900
2016,Alabama,AL,Chambers,1017,Other,273,13900
2016,Alabama,AL,Cherokee,1019,Hillary Clinton,1547,10733
2016,Alabama,AL,Cherokee,1019,Donald Trump,8953,10733
2016,Alabama,AL,Cherokee,1019,Other,233,10733
2016,Alabama,AL,Chilton,1021,Hillary Clinton,2911,18369
2016,Alabama,AL,Chilton,1021,Donald Trump,15081,18369
2016,Alabama,AL,Chilton,1021,Other,377,18369
2016,Alabama,AL,Choctaw,1023,Hillary Clinton,3109,7292
2016,Alabama,AL,Choctaw,1023,Donald Trump,4106,7292
2016,Alabama,AL,Choctaw,1023,Other,77,7292
2016,Alabama,AL,Clarke,1025,Hillary Clinton,5749,13031
2016,Alabama,AL,Clarke,1025,Donald Trump,7140,13031
2016,Alabama,AL,Clarke,1025,Other,142,13031
2016,Alabama,AL,Clay,1027,Hillary Clinton,1237,6624
2016,Alabama,AL,Clay,1027,Donald Trump,5245,6624
2016,Alabama,AL,Clay,1027,Other,142,6624
2016,Alabama,AL,Cleburne,1029,Hillary Clinton,684,6593
2016,Alabama,AL,Cleburne,1029,Donald Trump,5764,6593
2016,Alabama,AL,Cleburne,1029,Other,145,6593
2016,Alabama,AL,Coffee,1031,Hillary Clinton,4221,20767
2016,Alabama,AL,Coffee,1031,Donald Trump,15875,20767
2016,Alabama,AL,Coffee,1031,Other,671,20767
2016,Alabama,AL,Colbert,1033,Hillary Clinton,7312,24915
2016,Alabama,AL,Colbert,1033,Donald Trump,16746,24915
2016,Alabama,AL,Colbert,1033,Other,857,24915
2016,Alabama,AL,Conecuh,1035,Hillary Clinton,3080,6585
2016,Alabama,AL,Conecuh,1035,Donald Trump,3420,6585
2016,Alabama,AL,Conecuh,1035,Other,85,6585
2016,Alabama,AL,Coosa,1037,Hillary Clinton,1782,5252
2016,Alabama,AL,Coosa,1037,Donald Trump,3381,5252
2016,Alabama,AL,Coosa,1037,Other,89,5252
2016,Alabama,AL,Covington,1039,Hillary Clinton,2387,15940
2016,Alabama,AL,Covington,1039,Donald Trump,13267,15940
2016,Alabama,AL,Covington,1039,Other,286,15940
2016,Alabama,AL,Crenshaw,1041,Hillary Clinton,1664,6267
2016,Alabama,AL,Crenshaw,1041,Donald Trump,4513,6267
2016,Alabama,AL,Crenshaw,1041,Other,90,6267
2016,Alabama,AL,Cullman,1043,Hillary Clinton,3798,37873
2016,Alabama,AL,Cullman,1043,Donald Trump,32989,37873
2016,Alabama,AL,Cullman,1043,Other,1086,37873
2016,Alabama,AL,Dale,1045,Hillary Clinton,4413,18749
2016,Alabama,AL,Dale,1045,Donald Trump,13808,18749
2016,Alabama,AL,Dale,1045,Other,528,18749
2016,Alabama,AL,Dallas,1047,Hillary Clinton,12836,18792
2016,Alabama,AL,Dallas,1047,Donald Trump,5789,18792
2016,Alabama,AL,Dallas,1047,Other,167,18792
2016,Alabama,AL,DeKalb,1049,Hillary Clinton,3622,25826
2016,Alabama,AL,DeKalb,1049,Donald Trump,21405,25826
2016,Alabama,AL,DeKalb,1049,Other,799,25826
2016,Alabama,AL,Elmore,1051,Hillary Clinton,8443,37260
2016,Alabama,AL,Elmore,1051,Donald Trump,27634,37260
2016,Alabama,AL,Elmore,1051,Other,1183,37260
2016,Alabama,AL,Escambia,1053,Hillary Clinton,4605,14845
2016,Alabama,AL,Escambia,1053,Donald Trump,9935,14845
2016,Alabama,AL,Escambia,1053,Other,305,14845
2016,Alabama,AL,Etowah,1055,Hillary Clinton,10442,44164
2016,Alabama,AL,Etowah,1055,Donald Trump,32353,44164
2016,Alabama,AL,Etowah,1055,Other,1369,44164
2016,Alabama,AL,Fayette,1057,Hillary Clinton,1362,8249
2016,Alabama,AL,Fayette,1057,Donald Trump,6712,8249
2016,Alabama,AL,Fayette,1057,Other,175,8249
2016,Alabama,AL,Franklin,1059,Hillary Clinton,2197,12040
2016,Alabama,AL,Franklin,1059,Donald Trump,9466,12040
2016,Alabama,AL,Franklin,1059,Other,377,12040
2016,Alabama,AL,Geneva,1061,Hillary Clinton,1525,11758
2016,Alabama,AL,Geneva,1061,Donald Trump,9994,11758
2016,Alabama,AL,Geneva,1061,Other,239,11758
2016,Alabama,AL,Greene,1063,Hillary Clinton,4013,4880
2016,Alabama,AL,Greene,1063,Donald Trump,838,4880
2016,Alabama,AL,Greene,1063,Other,29,4880
2016,Alabama,AL,Hale,1065,Hillary Clinton,4775,8040
2016,Alabama,AL,Hale,1065,Donald Trump,3173,8040
2016,Alabama,AL,Hale,1065,Other,92,8040
2016,Alabama,AL,Henry,1067,Hillary Clinton,2292,8072
2016,Alabama,AL,Henry,1067,Donald Trump,5632,8072
2016,Alabama,AL,Henry,1067,Other,148,8072
2016,Alabama,AL,Houston,1069,Hillary Clinton,10664,42639
2016,Alabama,AL,Houston,1069,Donald Trump,30728,42639
2016,Alabama,AL,Houston,1069,Other,1247,42639
2016,Alabama,AL,Jackson,1071,Hillary Clinton,3673,20984
2016,Alabama,AL,Jackson,1071,Donald Trump,16672,20984
2016,Alabama,AL,Jackson,1071,Other,639,20984
2016,Alabama,AL,Jefferson,1073,Hillary Clinton,156873,304191
2016,Alabama,AL,Jefferson,1073,Donald Trump,134768,304191
2016,Alabama,AL,Jefferson,1073,Other,12550,304191
2016,Alabama,AL,Lamar,1075,Hillary Clinton,1036,6966
2016,Alabama,AL,Lamar,1075,Donald Trump,5823,6966
2016,Alabama,AL,Lamar,1075,Other,107,6966
2016,Alabama,AL,Lauderdale,1077,Hillary Clinton,9952,39525
2016,Alabama,AL,Lauderdale,1077,Donald Trump,27899,39525
2016,Alabama,AL,Lauderdale,1077,Other,1674,39525
2016,Alabama,AL,Lawrence,1079,Hillary Clinton,3627,14829
2016,Alabama,AL,Lawrence,1079,Donald Trump,10833,14829
2016,Alabama,AL,Lawrence,1079,Other,369,14829
2016,Alabama,AL,Lee,1081,Hillary Clinton,21230,59191
2016,Alabama,AL,Lee,1081,Donald Trump,34617,59191
2016,Alabama,AL,Lee,1081,Other,3344,59191
2016,Alabama,AL,Limestone,1083,Hillary Clinton,9468,40294
2016,Alabama,AL,Limestone,1083,Donald Trump,29067,40294
2016,Alabama,AL,Limestone,1083,Other,1759,40294
2016,Alabama,AL,Lowndes,1085,Hillary Clinton,4883,6684
2016,Alabama,AL,Lowndes,1085,Donald Trump,1751,6684
2016,Alabama,AL,Lowndes,1085,Other,50,6684
2016,Alabama,AL,Macon,1087,Hillary Clinton,7566,9140
2016,Alabama,AL,Macon,1087,Donald Trump,1431,9140
2016,Alabama,AL,Macon,1087,Other,143,9140
2016,Alabama,AL,Madison,1089,Hillary Clinton,62822,163389
2016,Alabama,AL,Madison,1089,Donald Trump,89520,163389
2016,Alabama,AL,Madison,1089,Other,11047,163389
2016,Alabama,AL,Marengo,1091,Hillary Clinton,5615,10994
2016,Alabama,AL,Marengo,1091,Donald Trump,5233,10994
2016,Alabama,AL,Marengo,1091,Other,146,10994
2016,Alabama,AL,Marion,1093,Hillary Clinton,1432,12984
2016,Alabama,AL,Marion,1093,Donald Trump,11274,12984
2016,Alabama,AL,Marion,1093,Other,278,12984
2016,Alabama,AL,Marshall,1095,Hillary Clinton,4917,35316
2016,Alabama,AL,Marshall,1095,Donald Trump,29233,35316
2016,Alabama,AL,Marshall,1095,Other,1166,35316
2016,Alabama,AL,Mobile,1097,Hillary Clinton,72186,172737
2016,Alabama,AL,Mobile,1097,Donald Trump,95116,172737
2016,Alabama,AL,Mobile,1097,Other,5435,172737
2016,Alabama,AL,Monroe,1099,Hillary Clinton,4332,10271
2016,Alabama,AL,Monroe,1099,Donald Trump,5795,10271
2016,Alabama,AL,Monroe,1099,Other,144,10271
2016,Alabama,AL,Montgomery,1101,Hillary Clinton,58916,95878
2016,Alabama,AL,Montgomery,1101,Donald Trump,34003,95878
2016,Alabama,AL,Montgomery,1101,Other,2959,95878
2016,Alabama,AL,Morgan,1103,Hillary Clinton,11254,50644
2016,Alabama,AL,Morgan,1103,Donald Trump,37486,50644
2016,Alabama,AL,Morgan,1103,Other,1904,50644
2016,Alabama,AL,Perry,1105,Hillary Clinton,3824,5278
2016,Alabama,AL,Perry,1105,Donald Trump,1407,5278
2016,Alabama,AL,Perry,1105,Other,47,5278
2016,Alabama,AL,Pickens,1107,Hillary Clinton,3972,9542
2016,Alabama,AL,Pickens,1107,Donald Trump,5456,9542
2016,Alabama,AL,Pickens,1107,Other,114,9542
2016,Alabama,AL,Pike,1109,Hillary Clinton,5056,13168
2016,Alabama,AL,Pike,1109,Donald Trump,7693,13168
2016,Alabama,AL,Pike,1109,Other,419,13168
2016,Alabama,AL,Randolph,1111,Hillary Clinton,2291,10187
2016,Alabama,AL,Randolph,1111,Donald Trump,7705,10187
2016,Alabama,AL,Randolph,1111,Other,191,10187
2016,Alabama,AL,Russell,1113,Hillary Clinton,9579,19256
2016,Alabama,AL,Russell,1113,Donald Trump,9210,19256
2016,Alabama,AL,Russell,1113,Other,467,19256
2016,Alabama,AL,St. Clair,1115,Hillary Clinton,5589,38400
2016,Alabama,AL,St. Clair,1115,Donald Trump,31651,38400
2016,Alabama,AL,St. Clair,1115,Other,1160,38400
2016,Alabama,AL,Shelby,1117,Hillary Clinton,22977,101254
2016,Alabama,AL,Shelby,1117,Donald Trump,73020,101254
2016,Alabama,AL,Shelby,1117,Other,5257,101254
2016,Alabama,AL,Sumter,1119,Hillary Clinton,4746,6411
2016,Alabama,AL,Sumter,1119,Donald Trump,1581,6411
2016,Alabama,AL,Sumter,1119,Other,84,6411
2016,Alabama,AL,Talladega,1121,Hillary Clinton,12121,33407
2016,Alabama,AL,Talladega,1121,Donald Trump,20614,33407
2016,Alabama,AL,Talladega,1121,Other,672,33407
2016,Alabama,AL,Tallapoosa,1123,Hillary Clinton,5519,19486
2016,Alabama,AL,Tallapoosa,1123,Donald Trump,13594,19486
2016,Alabama,AL,Tallapoosa,1123,Other,373,19486
2016,Alabama,AL,Tuscaloosa,1125,Hillary Clinton,31762,82700
2016,Alabama,AL,Tuscaloosa,1125,Donald Trump,47723,82700
2016,Alabama,AL,Tuscaloosa,1125,Other,3215,82700
2016,Alabama,AL,Walker,1127,Hillary Clinton,4497,29472
2016,Alabama,AL,Walker,1127,Donald Trump,24266,29472
2016,Alabama,AL,Walker,1127,Other,709,29472
2016,Alabama,AL,Washington,1129,Hillary Clinton,2374,8533
2016,Alabama,AL,Washington,1129,Donald Trump,6042,8533
2016,Alabama,AL,Washington,1129,Other,117,8533
2016,Alabama,AL,Wilcox,1131,Hillary Clinton,4339,6118
2016,Alabama,AL,Wilcox,1131,Donald Trump,1737,6118
2016,Alabama,AL,Wilcox,1131,Other,42,6118
2016,Alabama,AL,Winston,1133,Hillary Clinton,872,10313
2016,Alabama,AL,Winston,1133,Donald Trump,9228,10313
2016,Alabama,AL,Winston,1133,Other,213,10313
2000,Alaska,AK,District 1,2001,Al Gore,1284,6656
2000,Alaska,AK,District 1,2001,George W. Bush,4681,6656
2000,Alaska,AK,District 1,2001,Ralph Nader,475,6656
2000,Alaska,AK,District 1,2001,Other,216,6656
2004,Alaska,AK,District 1,2001,John Kerry,3662,10417
2004,Alaska,AK,District 1,2001,George W. Bush,6303,10417
2004,Alaska,AK,District 1,2001,Other,452,10417
2008,Alaska,AK,District 1,2001,Barack Obama,2597,6970
2008,Alaska,AK,District 1,2001,John McCain,4149,6970
2008,Alaska,AK,District 1,2001,Other,224,6970
2012,Alaska,AK,District 1,2001,Barack Obama,1518,7722
2012,Alaska,AK,District 1,2001,Mitt Romney,5899,7722
2012,Alaska,AK,District 1,2001,Other,305,7722
2016,Alaska,AK,District 1,2001,Hillary Clinton,2573,6638
2016,Alaska,AK,District 1,2001,Donald Trump,3180,6638
2016,Alaska,AK,District 1,2001,Other,885,6638
2000,Alaska,AK,District 2,2002,Al Gore,2081,7388
2000,Alaska,AK,District 2,2002,George W. Bush,4235,7388
2000,Alaska,AK,District 2,2002,Ralph Nader,846,7388
2000,Alaska,AK,District 2,2002,Other,226,7388
2004,Alaska,AK,District 2,2002,John Kerry,4961,11402
2004,Alaska,AK,District 2,2002,George W. Bush,5943,11402
2004,Alaska,AK,District 2,2002,Other,498,11402
2008,Alaska,AK,District 2,2002,Barack Obama,3468,7735
2008,Alaska,AK,District 2,2002,John McCain,4029,7735
2008,Alaska,AK,District 2,2002,Other,238,7735
2012,Alaska,AK,District 2,2002,Barack Obama,3096,9058
2012,Alaska,AK,District 2,2002,Mitt Romney,5509,9058
2012,Alaska,AK,District 2,2002,Other,453,9058
2016,Alaska,AK,District 2,2002,Hillary Clinton,1585,5492
2016,Alaska,AK,District 2,2002,Donald Trump,3188,5492
2016,Alaska,AK,District 2,2002,Other,719,5492
2000,Alaska,AK,District 3,2003,Al Gore,3693,8225
2000,Alaska,AK,District 3,2003,George W. Bush,3135,8225
2000,Alaska,AK,District 3,2003,Ralph Nader,1161,8225
2000,Alaska,AK,District 3,2003,Other,236,8225
2004,Alaska,AK,District 3,2003,John Kerry,6513,11748
2004,Alaska,AK,District 3,2003,George W. Bush,4790,11748
2004,Alaska,AK,District 3,2003,Other,445,11748
2008,Alaska,AK,District 3,2003,Barack Obama,5657,8767
2008,Alaska,AK,District 3,2003,John McCain,2829,8767
2008,Alaska,AK,District 3,2003,Other,281,8767
2012,Alaska,AK,District 3,2003,Barack Obama,2034,6069
2012,Alaska,AK,District 3,2003,Mitt Romney,3769,6069
2012,Alaska,AK,District 3,2003,Other,266,6069
2016,Alaska,AK,District 3,2003,Hillary Clinton,1241,7613
2016,Alaska,AK,District 3,2003,Donald Trump,5403,7613
2016,Alaska,AK,District 3,2003,Other,969,7613
2000,Alaska,AK,District 4,2004,Al Gore,2715,7823
2000,Alaska,AK,District 4,2004,George W. Bush,4127,7823
2000,Alaska,AK,District 4,2004,Ralph Nader,768,7823
2000,Alaska,AK,District 4,2004,Other,213,7823
2004,Alaska,AK,District 4,2004,John Kerry,4768,10987
2004,Alaska,AK,District 4,2004,George W. Bush,5802,10987
2004,Alaska,AK,District 4,2004,Other,417,10987
2008,Alaska,AK,District 4,2004,Barack Obama,4161,8736
2008,Alaska,AK,District 4,2004,John McCain,4302,8736
2008,Alaska,AK,District 4,2004,Other,273,8736
2012,Alaska,AK,District 4,2004,Barack Obama,2864,6787
2012,Alaska,AK,District 4,2004,Mitt Romney,3586,6787
2012,Alaska,AK,District 4,2004,Other,337,6787
2016,Alaska,AK,District 4,2004,Hillary Clinton,4162,9521
2016,Alaska,AK,District 4,2004,Donald Trump,4070,9521
2016,Alaska,AK,District 4,2004,Other,1289,9521
2000,Alaska,AK,District 5,2005,Al Gore,1931,6437
2000,Alaska,AK,District 5,2005,George W. Bush,3545,6437
2000,Alaska,AK,District 5,2005,Ralph Nader,751,6437
2000,Alaska,AK,District 5,2005,Other,210,6437
2004,Alaska,AK,District 5,2005,John Kerry,4679,10609
2004,Alaska,AK,District 5,2005,George W. Bush,5439,10609
2004,Alaska,AK,District 5,2005,Other,491,10609
2008,Alaska,AK,District 5,2005,Barack Obama,3393,7123
2008,Alaska,AK,District 5,2005,John McCain,3426,7123
2008,Alaska,AK,District 5,2005,Other,304,7123
2012,Alaska,AK,District 5,2005,Barack Obama,3644,8143
2012,Alaska,AK,District 5,2005,Mitt Romney,4027,8143
2012,Alaska,AK,District 5,2005,Other,472,8143
2016,Alaska,AK,District 5,2005,Hillary Clinton,3187,7906
2016,Alaska,AK,District 5,2005,Donald Trump,3683,7906
2016,Alaska,AK,District 5,2005,Other,1036,7906
2000,Alaska,AK,District 6,2006,Al Gore,1542,6100
2000,Alaska,AK,District 6,2006,George W. Bush,3862,6100
2000,Alaska,AK,District 6,2006,Ralph Nader,494,6100
2000,Alaska,AK,District 6,2006,Other,202,6100
2004,Alaska,AK,District 6,2006,John Kerry,3728,10310
2004,Alaska,AK,District 6,2006,George W. Bush,6177,10310
2004,Alaska,AK,District 6,2006,Other,405,10310
2008,Alaska,AK,District 6,2006,Barack Obama,2351,6824
2008,Alaska,AK,District 6,2006,John McCain,4234,6824
2008,Alaska,AK,District 6,2006,Other,239,6824
2012,Alaska,AK,District 6,2006,Barack Obama,2145,7793
2012,Alaska,AK,District 6,2006,Mitt Romney,5254,7793
2012,Alaska,AK,District 6,2006,Other,394,7793
2016,Alaska,AK,District 6,2006,Hillary Clinton,2536,8460
2016,Alaska,AK,District 6,2006,Donald Trump,4929,8460
2016,Alaska,AK,District 6,2006,Other,995,8460
2000,Alaska,AK,District 7,2007,Al Gore,1893,8677
2000,Alaska,AK,District 7,2007,George W. Bush,4868,8677
2000,Alaska,AK,District 7,2007,Ralph Nader,1563,8677
2000,Alaska,AK,District 7,2007,Other,353,8677
2004,Alaska,AK,District 7,2007,John Kerry,5008,13221
2004,Alaska,AK,District 7,2007,George W. Bush,7693,13221
2004,Alaska,AK,District 7,2007,Other,520,13221
2008,Alaska,AK,District 7,2007,Barack Obama,4283,10894
2008,Alaska,AK,District 7,2007,John McCain,6297,10894
2008,Alaska,AK,District 7,2007,Other,314,10894
2012,Alaska,AK,District 7,2007,Barack Obama,1962,7575
2012,Alaska,AK,District 7,2007,Mitt Romney,5247,7575
2012,Alaska,AK,District 7,2007,Other,366,7575
2016,Alaska,AK,District 7,2007,Hillary Clinton,1510,8294
2016,Alaska,AK,District 7,2007,Donald Trump,5935,8294
2016,Alaska,AK,District 7,2007,Other,849,8294
2000,Alaska,AK,District 8,2008,Al Gore,1498,7978
2000,Alaska,AK,District 8,2008,George W. Bush,5371,7978
2000,Alaska,AK,District 8,2008,Ralph Nader,809,7978
2000,Alaska,AK,District 8,2008,Other,300,7978
2004,Alaska,AK,District 8,2008,John Kerry,5758,12942
2004,Alaska,AK,District 8,2008,George W. Bush,6615,12942
2004,Alaska,AK,District 8,2008,Other,569,12942
2008,Alaska,AK,District 8,2008,Barack Obama,4995,10320
2008,Alaska,AK,District 8,2008,John McCain,4983,10320
2008,Alaska,AK,District 8,2008,Other,342,10320
2012,Alaska,AK,District 8,2008,Barack Obama,2083,8242
2012,Alaska,AK,District 8,2008,Mitt Romney,5826,8242
2012,Alaska,AK,District 8,2008,Other,333,8242
2016,Alaska,AK,District 8,2008,Hillary Clinton,1218,8073
2016,Alaska,AK,District 8,2008,Donald Trump,6126,8073
2016,Alaska,AK,District 8,2008,Other,729,8073
2000,Alaska,AK,District 9,2009,Al Gore,1203,6800
2000,Alaska,AK,District 9,2009,George W. Bush,4789,6800
2000,Alaska,AK,District 9,2009,Ralph Nader,478,6800
2000,Alaska,AK,District 9,2009,Other,330,6800
2004,Alaska,AK,District 9,2009,John Kerry,4177,11486
2004,Alaska,AK,District 9,2009,George W. Bush,6934,11486
2004,Alaska,AK,District 9,2009,Other,375,11486
2008,Alaska,AK,District 9,2009,Barack Obama,2805,7143
2008,Alaska,AK,District 9,2009,John McCain,4141,7143
2008,Alaska,AK,District 9,2009,Other,197,7143
2012,Alaska,AK,District 9,2009,Barack Obama,1667,7408
2012,Alaska,AK,District 9,2009,Mitt Romney,5432,7408
2012,Alaska,AK,District 9,2009,Other,309,7408
2016,Alaska,AK,District 9,2009,Hillary Clinton,1843,8954
2016,Alaska,AK,District 9,2009,Donald Trump,6100,8954
2016,Alaska,AK,District 9,2009,Other,1011,8954
2000,Alaska,AK,District 10,2010,Al Gore,2194,8884
2000,Alaska,AK,District 10,2010,George W. Bush,5673,8884
2000,Alaska,AK,District 10,2010,Ralph Nader,803,8884
2000,Alaska,AK,District 10,2010,Other,214,8884
2004,Alaska,AK,District 10,2010,John Kerry,3670,10750
2004,Alaska,AK,District 10,2010,George W. Bush,6745,10750
2004,Alaska,AK,District 10,2010,Other,335,10750
2008,Alaska,AK,District 10,2010,Barack Obama,2074,5615
2008,Alaska,AK,District 10,2010,John McCain,3392,5615
2008,Alaska,AK,District 10,2010,Other,149,5615
2012,Alaska,AK,District 10,2010,Barack Obama,1344,6570
2012,Alaska,AK,District 10,2010,Mitt Romney,4928,6570
2012,Alaska,AK,District 10,2010,Other,298,6570
2016,Alaska,AK,District 10,2010,Hillary Clinton,1808,9040
2016,Alaska,AK,District 10,2010,Donald Trump,6255,9040
2016,Alaska,AK,District 10,2010,Other,977,9040
2000,Alaska,AK,District 11,2011,Al Gore,2043,6980
2000,Alaska,AK,District 11,2011,George W. Bush,3960,6980
2000,Alaska,AK,District 11,2011,Ralph Nader,743,6980
2000,Alaska,AK,District 11,2011,Other,234,6980
2004,Alaska,AK,District 11,2011,John Kerry,3364,13025
2004,Alaska,AK,District 11,2011,George W. Bush,9280,13025
2004,Alaska,AK,District 11,2011,Other,381,13025
2008,Alaska,AK,District 11,2011,Barack Obama,1924,9866
2008,Alaska,AK,District 11,2011,John McCain,7736,9866
2008,Alaska,AK,District 11,2011,Other,206,9866
2012,Alaska,AK,District 11,2011,Barack Obama,2222,8631
2012,Alaska,AK,District 11,2011,Mitt Romney,6057,8631
2012,Alaska,AK,District 11,2011,Other,352,8631
2016,Alaska,AK,District 11,2011,Hillary Clinton,2142,9689
2016,Alaska,AK,District 11,2011,Donald Trump,6444,9689
2016,Alaska,AK,District 11,2011,Other,1103,9689
2000,Alaska,AK,District 12,2012,Al Gore,2051,7601
2000,Alaska,AK,District 12,2012,George W. Bush,4626,7601
2000,Alaska,AK,District 12,2012,Ralph Nader,691,7601
2000,Alaska,AK,District 12,2012,Other,233,7601
2004,Alaska,AK,District 12,2012,John Kerry,3387,11845
2004,Alaska,AK,District 12,2012,George W. Bush,8108,11845
2004,Alaska,AK,District 12,2012,Other,350,11845
2008,Alaska,AK,District 12,2012,Barack Obama,1914,7589
2008,Alaska,AK,District 12,2012,John McCain,5467,7589
2008,Alaska,AK,District 12,2012,Other,208,7589
2012,Alaska,AK,District 12,2012,Barack Obama,1901,6482
2012,Alaska,AK,District 12,2012,Mitt Romney,4300,6482
2012,Alaska,AK,District 12,2012,Other,281,6482
2016,Alaska,AK,District 12,2012,Hillary Clinton,1928,9543
2016,Alaska,AK,District 12,2012,Donald Trump,6629,9543
2016,Alaska,AK,District 12,2012,Other,986,9543
2000,Alaska,AK,District 13,2013,Al Gore,2661,7943
2000,Alaska,AK,District 13,2013,George W. Bush,3853,7943
2000,Alaska,AK,District 13,2013,Ralph Nader,1230,7943
2000,Alaska,AK,District 13,2013,Other,199,7943
2004,Alaska,AK,District 13,2013,John Kerry,4819,16012
2004,Alaska,AK,District 13,2013,George W. Bush,10702,16012
2004,Alaska,AK,District 13,2013,Other,491,16012
2008,Alaska,AK,District 13,2013,Barack Obama,2800,11526
2008,Alaska,AK,District 13,2013,John McCain,8432,11526
2008,Alaska,AK,District 13,2013,Other,294,11526
2012,Alaska,AK,District 13,2013,Barack Obama,2425,5707
2012,Alaska,AK,District 13,2013,Mitt Romney,3078,5707
2012,Alaska,AK,District 13,2013,Other,204,5707
2016,Alaska,AK,District 13,2013,Hillary Clinton,1684,6533
2016,Alaska,AK,District 13,2013,Donald Trump,4028,6533
2016,Alaska,AK,District 13,2013,Other,821,6533
2000,Alaska,AK,District 14,2014,Al Gore,1626,5868
2000,Alaska,AK,District 14,2014,George W. Bush,3750,5868
2000,Alaska,AK,District 14,2014,Ralph Nader,342,5868
2000,Alaska,AK,District 14,2014,Other,150,5868
2004,Alaska,AK,District 14,2014,John Kerry,4403,15548
2004,Alaska,AK,District 14,2014,George W. Bush,10717,15548
2004,Alaska,AK,District 14,2014,Other,428,15548
2008,Alaska,AK,District 14,2014,Barack Obama,2132,10456
2008,Alaska,AK,District 14,2014,John McCain,8108,10456
2008,Alaska,AK,District 14,2014,Other,216,10456
2012,Alaska,AK,District 14,2014,Barack Obama,3340,7068
2012,Alaska,AK,District 14,2014,Mitt Romney,3453,7068
2012,Alaska,AK,District 14,2014,Other,275,7068
2016,Alaska,AK,District 14,2014,Hillary Clinton,3043,10420
2016,Alaska,AK,District 14,2014,Donald Trump,5978,10420
2016,Alaska,AK,District 14,2014,Other,1399,10420
2000,Alaska,AK,District 15,2015,Al Gore,2106,5870
2000,Alaska,AK,District 15,2015,George W. Bush,2453,5870
2000,Alaska,AK,District 15,2015,Ralph Nader,1068,5870
2000,Alaska,AK,District 15,2015,Other,243,5870
2004,Alaska,AK,District 15,2015,John Kerry,4766,15400
2004,Alaska,AK,District 15,2015,George W. Bush,10058,15400
2004,Alaska,AK,District 15,2015,Other,576,15400
2008,Alaska,AK,District 15,2015,Barack Obama,2510,11086
2008,Alaska,AK,District 15,2015,John McCain,8227,11086
2008,Alaska,AK,District 15,2015,Other,349,11086
2012,Alaska,AK,District 15,2015,Barack Obama,3283,6451
2012,Alaska,AK,District 15,2015,Mitt Romney,2875,6451
2012,Alaska,AK,District 15,2015,Other,293,6451
2016,Alaska,AK,District 15,2015,Hillary Clinton,1828,4982
2016,Alaska,AK,District 15,2015,Donald Trump,2525,4982
2016,Alaska,AK,District 15,2015,Other,629,4982
2000,Alaska,AK,District 16,2016,Al Gore,1969,4685
2000,Alaska,AK,District 16,2016,George W. Bush,1980,4685
2000,Alaska,AK,District 16,2016,Ralph Nader,530,4685
2000,Alaska,AK,District 16,2016,Other,206,4685
2004,Alaska,AK,District 16,2016,John Kerry,4791,15840
2004,Alaska,AK,District 16,2016,George W. Bush,10587,15840
2004,Alaska,AK,District 16,2016,Other,462,15840
2008,Alaska,AK,District 16,2016,Barack Obama,2636,10697
2008,Alaska,AK,District 16,2016,John McCain,7774,10697
2008,Alaska,AK,District 16,2016,Other,287,10697
2012,Alaska,AK,District 16,2016,Barack Obama,4013,7181
2012,Alaska,AK,District 16,2016,Mitt Romney,2876,7181
2012,Alaska,AK,District 16,2016,Other,292,7181
2016,Alaska,AK,District 16,2016,Hillary Clinton,3294,7436
2016,Alaska,AK,District 16,2016,Donald Trump,3203,7436
2016,Alaska,AK,District 16,2016,Other,939,7436
2000,Alaska,AK,District 17,2017,Al Gore,2230,7704
2000,Alaska,AK,District 17,2017,George W. Bush,4564,7704
2000,Alaska,AK,District 17,2017,Ralph Nader,641,7704
2000,Alaska,AK,District 17,2017,Other,269,7704
2004,Alaska,AK,District 17,2017,John Kerry,4646,15510
